adoption_id, owner_id, dog_id,adoption_date
173,116,1876,02/24/1979
174,97,9674,10/08/2019
175,13,6752,12/25/1980
176,63,38397,01/26/2057
177,11,4724,02/13/2068
178,105,18607,04/23/1909
179,12,22871,09/22/2068
180,8,9413,06/12/1953
181,77,16805,02/28/1931
182,100,24719,02/11/2067
183,76,28924,11/27/1932
184,103,7237,02/27/2042
185,62,12284,05/17/2002
186,31,1197,04/21/2039
187,118,12215,09/11/1981
188,39,19384,05/12/1953
189,15,4435,03/19/2049
190,118,14041,10/24/2039
191,108,6271,09/09/1961
192,36,18446,10/12/2049
193,11,20870,12/08/1998
194,1,13073,06/26/2048
195,28,9014,11/01/1933
196,104,31014,12/27/1901
197,42,37935,11/07/1976
198,13,2584,07/28/1910
199,50,12560,03/28/1948
200,77,17200,04/15/2043
201,89,32154,03/17/1911
202,100,39910,08/09/1929
203,73,30567,03/30/1934
204,96,12053,01/19/1997
205,70,34288,10/28/2062
206,71,4088,03/31/1957
207,32,5409,11/18/1967
208,112,37193,11/23/1969
209,52,21727,02/01/2018
210,38,34457,02/17/1975
211,99,28200,11/06/2065
212,93,35851,06/28/1956
213,85,15073,03/13/1995
214,12,20563,05/30/2003
215,13,10693,10/07/2051
216,58,32336,11/11/1973
217,107,26447,01/24/1993
218,31,16789,06/18/1996
219,23,23254,09/25/1990
220,63,24299,12/06/1941
221,48,31301,09/07/1941
222,86,8926,09/10/1962
223,74,24349,05/27/2006
224,114,7554,11/14/2005
225,5,36486,08/08/1913
226,20,8266,11/16/1951
227,80,25099,08/30/1964
228,97,37223,02/26/1906
229,65,11508,05/27/2020
230,6,25322,12/19/1930
231,60,9738,02/01/1957
232,58,21912,09/29/2033
233,97,5354,09/17/2033
234,93,24602,06/17/1905
235,17,9405,03/20/2009
236,20,30423,11/11/1951
237,95,18465,04/25/1903
238,74,26781,07/29/2068
239,117,49,02/16/1932
240,60,36155,02/06/1912
241,110,19060,09/16/1942
242,61,38763,03/03/1950
243,8,28451,10/15/2000
244,108,20795,11/24/1935
245,70,18254,06/28/1988
246,113,19120,07/03/2059
247,53,38475,03/09/1937
248,62,2109,05/22/2034
249,91,37553,10/10/1930
250,40,25067,07/19/1932
251,13,1743,12/25/1965
252,107,15039,09/19/2070
253,7,39289,08/19/1941
254,1,23800,01/12/1930
255,84,13461,01/29/1939
256,98,24662,10/11/1967
257,50,8503,04/19/1911
258,5,12885,11/07/1928
259,104,28775,03/08/1956
260,88,23707,06/15/2067
261,103,24245,12/09/2056
262,6,35925,10/29/1918
263,4,12877,06/27/1961
264,32,30029,11/24/2025
265,40,25733,06/05/1991
266,28,35108,06/06/1983
267,97,25302,03/22/2010
268,98,3444,04/08/2052
269,18,28972,11/21/2019
270,2,33623,12/23/1943
271,89,26412,11/03/1932
272,79,16812,08/07/2025
273,71,36806,03/01/1913
274,49,36819,09/07/1931
275,14,9829,12/13/1995
276,52,3259,06/22/2045
277,11,2204,07/31/2040
278,29,32738,05/07/2017
279,112,12107,12/06/2064
280,74,9290,07/07/2058
281,2,8102,12/17/2063
282,17,34707,04/26/2069
283,109,28548,08/04/1961
284,103,9886,12/23/1972
285,48,4070,03/27/2056
286,97,35858,04/14/2055
287,86,17440,01/02/1938
288,71,16642,04/15/2015
289,88,9508,02/05/1908
290,90,30113,10/02/1911
291,70,26049,10/11/1967
292,86,13691,08/24/1910
293,83,7246,09/15/2059
294,42,8799,01/31/1907
295,36,2708,01/16/1934
296,30,9652,01/21/1967
297,116,5068,10/16/1954
298,15,23703,07/02/2041
299,61,8923,06/27/1952
300,82,34855,02/13/2020
301,47,26277,09/20/2003
302,77,5545,03/08/1910
303,92,16328,08/18/1980
304,92,33412,04/14/1939
305,113,27425,07/01/1906
306,41,26822,09/06/1987
307,119,14339,05/10/1908
308,95,22042,06/13/2035
309,61,30173,11/08/1905
310,28,22565,03/23/1920
311,68,11332,07/18/2056
312,47,14614,01/27/2054
313,43,39738,02/20/2054
314,106,18513,04/13/1958
315,67,1606,05/10/1923
316,34,34794,08/28/1902
317,66,2462,10/09/2032
318,34,5412,02/16/1988
319,77,25103,04/12/1953
320,32,32242,03/16/1941
321,105,36873,11/17/1977
322,119,23321,04/08/2040
323,40,29333,07/31/2038
324,31,14728,06/14/2007
325,7,39433,02/15/2006
326,84,30277,03/27/1964
327,31,32070,01/23/2051
328,97,37122,09/05/2000
329,47,21205,09/06/1994
330,43,22668,01/23/1970
331,5,32995,05/19/1956
332,96,25776,12/20/2045
333,93,1004,12/17/1921
334,72,25503,12/02/2017
335,113,12625,07/20/2002
336,100,19792,12/13/2040
337,54,23545,08/23/1962
338,89,7960,07/07/2034
339,66,29930,04/06/1959
340,108,35925,06/24/2025
341,2,36390,02/24/2020
342,93,8296,01/25/2018
343,21,14653,03/29/1907
344,10,10817,12/12/2065
345,100,38927,11/21/2051
346,23,35641,02/17/1951
347,40,4887,11/11/1968
348,17,19131,12/05/2036
349,120,27948,11/05/1987
350,70,4515,08/24/1901
351,76,5858,08/11/1918
352,2,26152,05/08/2058
353,26,35460,03/17/1945
354,97,29092,11/08/2003
355,29,3792,09/01/1940
356,41,33551,07/04/1961
357,2,11168,02/06/2060
358,52,28293,04/07/1989
359,41,39943,04/08/1984
360,113,589,04/09/1920
361,68,12886,04/05/2069
362,66,11321,09/02/1974
363,68,27768,03/17/2034
364,52,24472,12/11/1996
365,2,8246,02/22/1975
366,11,3131,06/03/1996
367,82,33047,07/22/2048
368,37,5206,12/23/2064
369,10,37175,02/23/2008
370,54,19618,01/29/2000
371,32,29303,09/05/2015
372,79,28109,10/20/1902
373,43,33864,10/24/1988
374,47,39527,07/02/1967
375,1,38771,01/14/2029
376,64,31318,08/16/1987
377,20,19665,11/11/1924
378,106,27401,04/13/1918
379,80,20220,10/06/2025
380,85,14473,02/12/2018
381,79,33201,02/20/1906
382,29,22293,07/21/1966
383,3,7734,06/17/1972
384,7,26438,02/11/2046
385,36,13195,08/08/1921
386,8,5925,01/31/1948
387,119,227,01/24/2051
388,24,1676,10/03/1988
389,42,20808,03/14/2060
390,51,39331,02/28/2037
391,43,37232,07/09/2017
392,55,20219,04/27/1968
393,27,31068,09/25/1990
394,11,2836,04/28/1969
395,95,25049,10/21/2022
396,69,37182,08/02/1912
397,101,26883,12/09/2049
398,15,16746,09/04/2062
399,54,26452,11/09/2028
400,42,18152,12/28/2057
401,82,26779,10/24/1937
402,25,8087,12/10/2002
403,40,25338,01/26/2069
404,75,15443,09/18/2030
405,112,22246,04/09/2025
406,50,13080,01/09/1924
407,67,19948,06/16/1927
408,67,22906,04/14/2035
409,52,28248,07/10/1956
410,89,32118,03/02/1993
411,44,7873,08/28/2018
412,18,4335,08/12/1930
413,18,24915,02/05/2045
414,28,31019,06/28/2026
415,7,835,07/19/1987
416,27,26501,02/10/1934
417,108,10740,11/01/1976
418,106,5472,10/18/1964
419,10,36902,01/30/1973
420,58,37186,04/15/1909
421,88,1419,01/22/1982
422,66,12735,10/31/2049
423,105,6341,03/12/2032
424,31,8295,10/23/1900
425,21,5351,01/11/1975
426,44,18943,11/01/1985
427,66,29721,12/26/2027
428,80,36809,01/05/2070
429,89,13188,08/13/1975
430,107,23873,06/14/1975
431,55,3140,10/07/1971
432,24,13088,10/16/1904
433,78,562,05/12/2021
434,95,21193,05/20/1948
435,61,21950,01/27/1993
436,6,4543,10/07/1950
437,29,10657,06/03/1907
438,31,21346,02/16/1945
439,84,8168,09/08/1904
440,87,37826,12/17/1942
441,94,9266,07/21/1917
442,91,14462,04/28/2024
443,13,18855,08/11/1948
444,45,20723,10/01/1969
445,50,16009,07/13/1937
446,1,2893,07/25/1985
447,3,34184,02/07/1933
448,73,29809,12/03/2065
449,29,7884,03/07/2054
450,72,22598,04/20/1904
451,75,37850,08/25/1964
452,109,19326,07/04/2067
453,7,8482,11/01/1917
454,21,36611,12/29/1934
455,24,1022,04/24/1930
456,99,17623,08/03/1960
457,37,11354,01/27/2068
458,18,24963,05/22/2068
459,78,27591,05/17/1949
460,76,11195,05/18/2020
461,112,7839,11/16/1935
462,15,9906,05/30/2026
463,30,39417,03/23/1917
464,68,31012,07/21/2069
465,12,26723,07/10/1952
466,117,17763,03/21/1944
467,118,16166,04/22/1945
468,50,10906,05/26/1979
469,83,22145,09/12/1950
470,68,30017,11/01/1900
471,103,37174,12/12/1996
472,30,6201,04/20/2039
473,110,12716,06/05/2067
474,66,137,11/21/1988
475,71,32812,09/21/2041
476,11,11915,04/13/1996
477,81,26733,02/07/2026
478,54,21505,04/05/1956
479,45,23351,06/21/1921
480,76,3929,04/06/1946
481,111,13571,03/07/1933
482,60,6995,09/29/1961
483,113,5926,05/19/2044
484,81,3154,12/26/2010
485,23,18885,11/09/1920
486,107,28755,11/07/1915
487,92,13701,10/04/2066
488,102,20362,07/05/2018
489,50,11029,04/09/1984
490,70,36802,05/27/1991
491,117,1459,04/26/2059
492,112,34999,02/25/1979
493,20,37062,03/08/1988
494,21,18239,09/18/1968
495,2,9667,08/24/1973
496,29,4612,11/03/1930
497,21,13694,09/21/1927
498,9,10397,12/05/1931
499,22,29771,09/26/1977
500,57,20780,04/12/2007
501,74,1754,09/25/1921
502,85,25070,08/02/1909
503,79,7101,05/14/2045
504,3,20636,11/08/1911
505,44,16740,05/20/1959
506,7,179,04/09/1999
507,117,8478,08/21/2059
508,2,4668,07/23/2048
509,91,11077,03/17/2050
510,13,6717,02/01/1996
511,23,7262,02/10/1981
512,51,36087,11/01/1988
513,120,10370,05/24/2026
514,118,21690,04/11/1937
515,7,24400,08/24/2060
516,25,31740,08/17/2015
517,112,2285,05/01/1969
518,86,27840,08/24/1967
519,79,8437,10/17/1978
520,46,5058,11/24/1980
521,39,7265,03/05/2026
522,96,7287,10/31/2017
523,67,37009,12/27/2002
524,83,16426,10/16/2065
525,86,17084,02/27/1927
526,116,15808,06/03/2032
527,105,26546,02/04/1946
528,77,25807,09/11/2033
529,45,20508,01/08/1934
530,101,26496,01/15/2043
531,34,30802,05/25/1983
532,83,30000,02/13/2043
533,104,33585,01/08/2054
534,65,34989,09/24/2066
535,51,29660,06/30/2011
536,1,16361,08/28/1990
537,65,23075,09/14/2051
538,108,2812,02/27/2034
539,25,33042,07/22/2030
540,66,27841,06/14/1900
541,98,19619,05/17/1977
542,27,35198,10/31/1968
543,107,17784,11/19/2034
544,10,39300,08/31/2060
545,90,26333,07/29/2040
546,118,15759,11/28/1900
547,90,37839,02/01/1967
548,79,24984,10/30/1962
549,5,26151,07/14/1973
550,32,39857,07/12/1986
551,34,27704,05/23/2000
552,64,32859,10/07/2015
553,110,17580,07/30/1908
554,120,1002,11/26/1939
555,60,9159,07/20/1921
556,13,25887,12/22/2016
557,55,30701,03/04/1958
558,39,7913,09/21/2024
559,89,26893,03/19/2032
560,45,23083,09/02/1950
561,5,29125,06/30/1937
562,119,26775,04/15/1909
563,80,22345,07/14/1952
564,3,23599,02/11/2003
565,47,31433,02/16/2000
566,109,28684,07/08/1953
567,73,32144,04/05/2036
568,95,695,05/23/1977
569,30,9503,06/08/2000
570,36,17086,01/18/1972
571,112,17073,04/21/2009
572,86,7134,07/15/1913
573,3,35591,01/13/1933
574,59,20733,05/23/2005
575,31,12506,03/12/1927
576,29,31416,12/03/1941
577,72,28404,01/08/1963
578,114,29806,08/15/2063
579,101,19632,07/12/2043
580,61,4614,07/02/2047
581,43,33734,11/05/1904
582,118,37226,12/12/2000
583,46,27072,10/21/1982
584,3,32163,11/27/1911
585,119,1120,11/27/1924
586,117,3964,05/24/1973
587,82,28669,09/27/1923
588,37,13606,08/24/2007
589,20,21414,09/29/1934
590,2,35282,12/05/2037
591,48,13831,12/08/1995
592,14,6940,04/26/2067
593,17,36853,02/26/1953
594,88,21195,02/07/2054
595,60,15551,08/01/1924
596,92,1878,02/02/2018
597,97,20036,06/14/2005
598,43,23285,04/02/1935
599,2,8005,09/25/2005
600,64,9234,06/25/1981
601,109,30056,09/16/2039
602,64,11834,11/14/1935
603,96,23538,04/22/1925
604,52,10486,09/01/1943
605,79,22626,12/07/1997
606,69,20881,11/18/1962
607,120,9657,11/09/2026
608,13,9258,11/02/1945
609,7,35675,05/05/1903
610,26,34103,07/21/2057
611,32,21009,02/11/1992
612,79,18295,01/12/1913
613,1,14718,06/30/1927
614,10,12972,09/13/2067
615,62,20371,05/29/1969
616,2,35163,10/04/2016
617,113,19809,02/10/1928
618,91,12826,07/19/2064
619,109,12810,12/18/2047
620,9,23552,01/06/1908
621,8,15067,10/17/1914
622,1,39290,07/21/2025
623,54,2960,02/16/2028
624,83,26488,06/19/2052
625,110,1678,11/04/2056
626,100,20633,09/13/2057
627,25,26812,08/07/1992
628,111,9867,05/07/1976
629,34,29612,03/29/1961
630,79,31478,06/02/2008
631,42,19473,06/01/2031
632,99,28,11/15/1977
633,2,23595,06/13/2027
634,14,19577,09/14/2035
635,29,30711,04/05/1993
636,31,34218,02/18/1950
637,22,10404,10/24/1967
638,25,12281,09/10/2055
639,8,39358,02/03/1989
640,18,2010,06/16/2068
641,60,39534,02/18/1919
642,102,14693,06/29/1962
643,86,38910,12/16/1924
644,38,1606,10/13/2045
645,94,15892,06/26/2067
646,44,28360,05/29/1951
647,63,4422,12/29/2062
648,117,23708,06/27/1959
649,54,17827,06/03/1915
650,69,22253,03/01/1939
651,60,13126,11/22/2012
652,84,6862,04/14/2049
653,100,30128,05/17/2005
654,10,23673,10/01/1908
655,61,29717,07/26/1977
656,22,23774,03/22/1984
657,85,20267,01/29/2053
658,29,10161,09/12/1946
659,71,36299,04/22/1949
660,109,5177,09/06/2006
661,114,1870,09/15/2044
662,80,10549,11/26/2029
663,93,32923,03/06/2005
664,45,10205,12/01/1960
665,53,17930,10/19/1943
666,111,16747,08/07/1932
667,85,4018,03/26/2055
668,11,23318,06/13/2007
669,32,33382,03/23/1975
670,19,24182,09/04/1977
671,72,10675,02/15/1939
672,110,18574,04/20/1984
673,102,5854,02/05/2054
674,46,26865,03/02/2017
675,47,19350,06/17/1925
676,33,2943,06/29/1953
677,76,23541,10/08/1996
678,13,28272,12/17/1987
679,86,15637,06/02/2022
680,96,3796,12/19/2049
681,22,10146,06/05/2026
682,79,23858,08/08/1974
683,81,23670,07/31/2063
684,78,3028,12/16/2069
685,73,28264,08/20/1907
686,52,37713,05/28/2021
687,3,11538,04/30/1923
688,38,21692,06/05/1945
689,19,1003,12/05/1984
690,111,15580,03/28/1990
691,6,21082,05/14/2042
692,115,39619,06/13/2040
693,6,8131,03/17/1960
694,53,38902,12/11/1947
695,84,15085,10/28/1984
696,93,5174,07/18/1933
697,93,15752,12/19/1967
698,56,21783,01/12/1902
699,29,1248,05/29/2065
700,52,7646,02/08/1919
701,5,24377,10/05/1925
702,67,27959,12/22/2066
703,42,35518,04/18/1925
704,50,32109,03/22/2028
705,65,30679,01/07/2015
706,56,34023,12/12/1946
707,53,22942,01/30/1968
708,9,23141,08/31/1994
709,74,1557,05/05/2044
710,46,1280,03/08/2067
711,44,12297,03/11/1978
712,30,15207,08/07/2014
713,13,29933,03/09/1957
714,45,29475,05/08/2026
715,96,39826,07/05/2025
716,57,11084,04/02/1972
717,86,6254,08/07/2021
718,13,17887,07/22/1921
719,19,5275,05/12/1994
720,50,22336,01/09/2008
721,23,26895,02/26/2066
722,35,22475,08/30/1982
723,30,19666,10/07/1977
724,89,8930,02/18/2058
725,49,6417,08/13/1968
726,30,33826,12/25/1991
727,79,2525,02/08/2039
728,88,14289,05/29/2047
729,52,16540,06/02/1988
730,111,32430,11/13/2021
731,53,7752,10/30/1904
732,115,32465,07/22/2032
733,32,10379,05/31/2034
734,54,18539,05/03/1975
735,117,35863,06/02/2009
736,80,493,08/22/1970
737,33,13199,04/02/1918
738,12,7852,12/03/2040
739,25,14267,08/15/2015
740,20,27237,05/01/1958
741,19,2201,09/05/1948
742,32,30114,10/27/2025
743,14,2947,12/28/2015
744,73,23251,05/11/2011
745,89,18458,10/10/1909
746,61,19320,07/13/2018
747,65,30212,10/21/2037
748,105,22002,06/25/2021
749,116,23516,01/30/1984
750,105,37433,10/06/1913
751,39,14419,05/10/2030
752,4,26546,06/12/1964
753,117,4981,09/07/1910
754,56,11236,03/03/2014
755,15,21331,01/13/2046
756,39,18626,10/04/1979
757,6,24087,10/25/2024
758,84,20748,09/08/1995
759,85,27467,04/11/1927
760,87,7356,04/30/1937
761,89,35634,08/14/1952
762,33,12715,02/16/2068
763,34,12509,08/06/2032
764,18,10157,10/12/1995
765,19,9527,04/25/2053
766,86,9532,11/24/1990
767,57,28641,04/08/1964
768,42,20446,02/10/2069
769,64,7997,08/01/1949
770,24,1923,09/22/2002
771,38,33881,10/21/1990
772,109,19334,01/27/1980
773,71,28840,04/22/2049
774,81,34189,04/02/2006
775,41,3146,03/31/1936
776,101,29121,04/06/2051
777,109,32704,09/08/2039
778,28,37170,11/08/1956
779,68,23153,09/02/2037
780,3,37467,03/04/1969
781,112,36855,12/15/1947
782,89,27936,03/16/1910
783,10,3346,01/01/1929
784,32,26958,10/22/1933
785,86,14981,01/07/2040
786,17,19240,11/30/1911
787,60,15528,01/07/1997
788,60,24813,09/16/1961
789,15,4122,03/28/2022
790,77,28555,12/12/2004
791,10,21786,06/22/2046
792,69,19252,06/28/2006
793,21,26744,03/26/1915
794,94,30470,09/24/2066
795,74,30572,03/27/1914
796,91,21443,06/01/2059
797,69,9472,01/05/1901
798,32,15430,11/07/1906
799,60,29852,05/07/1971
800,64,4671,12/11/1903
801,96,7164,07/13/1965
802,18,2213,08/10/1904
803,91,25468,07/17/1935
804,96,28879,02/24/1922
805,35,20833,10/09/2054
806,117,19153,11/12/1957
807,17,31491,10/31/2047
808,61,19351,08/31/2024
809,103,6565,11/04/1907
810,66,25569,04/05/1973
811,56,32314,12/18/1909
812,86,35797,05/26/2013
813,50,17912,02/12/2006
814,117,27883,12/27/1924
815,37,35124,07/20/1903
816,7,36013,06/30/1914
817,28,11188,07/10/2012
818,24,15937,12/26/1964
819,30,27358,10/16/1931
820,23,17622,05/13/1967
821,9,27957,12/25/2027
822,51,22551,07/28/2051
823,13,2865,04/28/1943
824,28,15854,08/03/1916
825,4,28618,08/28/1957
826,20,3759,06/27/1925
827,101,3861,11/03/2053
828,82,29810,12/23/1949
829,101,16411,12/21/1998
830,6,11344,01/09/1943
831,3,15174,07/14/1906
832,56,9115,07/18/2039
833,115,15707,02/13/1912
834,38,39147,08/23/1987
835,82,16755,08/06/1928
836,76,3655,09/04/1988
837,57,25453,12/13/1985
838,71,30783,09/06/2014
839,119,37373,10/29/1921
840,2,6686,11/25/1907
841,93,24534,01/10/2060
842,35,13149,07/08/1932
843,41,721,10/26/1916
844,34,124,07/06/1945
845,28,1243,11/04/1955
846,36,15849,08/14/1953
847,105,22016,05/13/2006
848,61,37244,02/02/1920
849,43,35873,06/27/1943
850,28,16980,04/29/1929
851,23,12074,09/20/1927
852,79,4797,11/26/1923
853,27,27985,01/24/1956
854,118,6541,01/12/2028
855,70,28527,02/07/1956
856,54,20429,07/01/1969
857,35,39298,11/04/1986
858,95,13761,07/01/2050
859,25,6035,08/03/2038
860,31,34339,11/17/1930
861,47,9642,08/11/2008
862,64,948,03/23/2041
863,113,33189,08/13/1932
864,108,17433,04/22/2055
865,91,18322,07/10/1961
866,89,36366,07/17/2008
867,61,21539,07/13/1980
868,63,11624,12/01/2061
869,41,32102,03/10/2034
870,35,10610,07/04/1948
871,43,7407,07/03/2021
872,116,12622,01/27/2064
873,18,34286,08/01/2024
874,21,25700,11/10/1918
875,97,30662,05/14/1992
876,5,9888,04/18/2015
877,104,8853,02/06/2063
878,12,30912,07/08/1900
879,65,1270,05/11/1927
880,33,38735,04/12/1932
881,12,21845,07/20/1992
882,80,29610,03/15/1978
883,47,2351,06/07/1978
884,83,27184,05/04/1941
885,17,4336,01/01/1972
886,118,13362,02/17/1920
887,116,25005,08/18/1968
888,58,244,08/27/1905
889,40,21809,12/20/2065
890,45,31131,09/01/1914
891,80,16085,10/01/2003
892,44,26470,02/06/2030
893,87,8605,03/29/1972
894,84,15931,01/26/2058
895,116,23706,01/19/2055
896,96,36157,06/02/1988
897,43,26843,07/24/1982
898,112,38019,12/01/1918
899,32,25217,05/09/1958
900,39,30040,11/20/2007
901,33,9894,03/13/2023
902,91,21622,10/29/1948
903,24,1821,05/16/1943
904,104,38808,12/17/1946
905,89,17683,05/15/1960
906,75,34913,05/03/2069
907,101,38170,06/22/1987
908,117,27554,05/01/2050
909,66,12824,07/12/1992
910,96,38805,01/25/2013
911,45,13364,03/09/2047
912,57,28135,03/08/1954
913,63,30309,06/12/1989
914,92,8501,12/11/1916
915,91,15323,09/03/1955
916,24,21194,07/22/1992
917,98,19838,11/02/2001
918,36,6529,07/08/1999
919,84,37627,06/23/1942
920,103,6086,08/06/1995
921,29,30276,06/28/1996
922,73,4971,09/11/2066
923,44,13103,10/31/2020
924,97,15607,01/01/2017
925,22,17568,12/29/2015
926,71,36419,04/30/1913
927,24,24259,12/18/2004
928,5,4933,07/20/1978
929,112,36754,11/07/2057
930,98,37997,08/24/1981
931,50,196,09/26/1998
932,61,7957,04/29/1931
933,20,25076,11/27/2030
934,24,25274,11/25/1930
935,114,1076,05/23/1923
936,33,4253,11/27/2066
937,113,28081,09/18/2068
938,95,13649,12/18/2001
939,79,19857,06/02/1937
940,66,25265,01/19/2030
941,5,16207,12/02/2057
942,91,585,01/28/1981
943,29,899,09/30/1926
944,36,22346,11/06/1983
945,18,371,02/09/1916
946,97,13262,05/09/2066
947,33,14026,06/09/1979
948,88,628,12/15/1940
949,100,10436,04/27/1926
950,76,8360,04/14/2022
951,108,893,01/25/2035
952,10,23776,09/14/2005
953,115,36430,02/27/2035
954,34,27108,08/07/1917
955,106,36374,10/19/1944
956,9,26873,02/27/1963
957,48,31866,07/07/2042
958,6,1277,10/25/1961
959,19,12768,10/24/1989
960,102,35369,02/26/1958
961,91,12494,07/20/1956
962,85,26644,10/14/2023
963,83,16371,05/22/1905
964,42,1021,09/01/1985
965,72,26938,06/25/1932
966,101,13257,05/13/2018
967,71,10040,08/05/1934
968,51,17281,07/19/1948
969,48,10269,08/11/2040
970,78,11493,05/17/1900
971,87,1589,06/27/1918
972,12,33066,10/14/2050
973,28,34465,05/17/2007
974,30,28087,04/12/2055
975,60,22763,06/27/1901
976,42,17151,01/24/1991
977,41,21948,10/27/1993
978,41,14593,02/21/1969
979,94,34584,08/25/2017
980,51,14576,02/21/2041
981,49,10528,09/14/2055
982,6,6016,02/15/1989
983,23,20946,07/01/1994
984,34,32601,07/09/1944
985,2,38783,11/19/2069
986,17,37941,10/14/1956
987,62,274,02/12/1929
988,44,14155,12/15/1998
989,50,39352,02/22/1987
990,72,12384,10/01/2019
991,47,20188,04/06/1922
992,96,19784,04/13/2010
993,32,12571,10/13/2029
994,114,21226,12/03/2020
995,15,36083,02/07/2063
996,114,36443,08/04/1946
997,3,39138,11/03/1906
998,49,37787,09/03/1920
