adoption_id,owner_id, dog_id, adoption_date
281,3292,29149,06/22/1973
282,9781,13206,02/09/1975
283,796,2384,04/11/2030
284,2124,28998,05/03/1916
285,2207,18543,02/22/2024
286,3812,14651,12/17/2055
287,3920,38672,10/13/2067
288,5112,24710,05/18/1936
289,7525,13117,02/21/1948
290,982,18230,07/12/1941
291,8565,26015,09/27/1995
292,6252,37096,12/24/2035
293,9250,3507,12/21/2056
294,695,365,03/27/2014
295,2395,11897,04/30/1904
296,8411,7937,07/19/1976
297,8753,5212,04/06/1901
298,463,1911,05/06/2006
299,7918,5512,08/07/1921
300,2290,24298,11/26/1949
301,9292,12310,12/20/1986
302,3069,24542,04/11/2057
303,3675,29521,06/27/1997
304,9350,5693,04/30/2062
305,9015,2284,04/03/1985
306,9112,25879,07/13/2019
307,9884,35227,06/23/2048
308,1995,22186,09/20/1941
309,2630,31417,11/06/1906
310,7162,7262,12/22/1952
311,9000,35323,03/06/1926
312,9193,10305,04/22/2047
313,4222,4399,12/22/1918
314,2988,1128,07/30/1998
315,6368,2441,03/11/2029
316,5559,11364,07/27/1992
317,2350,36923,08/05/2057
318,8918,23488,12/19/2037
319,310,35174,07/05/2020
320,6293,8208,03/07/1902
321,1834,5612,12/21/2000
322,4839,7367,04/18/2063
323,8763,11359,12/17/2014
324,6953,33780,01/17/2068
325,5327,2887,07/08/1905
326,6773,22792,08/28/1977
327,9077,10171,09/20/2025
328,2848,13520,10/04/1964
329,7790,21485,10/19/2061
330,4543,5471,10/12/2066
331,4145,508,05/11/1969
332,1923,36920,12/14/2040
333,1266,28483,10/26/1923
334,7669,27522,08/29/2059
335,9104,30157,03/09/2001
336,2033,37708,06/12/1916
337,3369,4427,11/19/1915
338,2951,28860,03/11/2033
339,2704,38095,01/07/1900
340,4075,39682,09/17/1931
341,1094,15456,10/25/1947
342,258,29641,07/05/1957
343,3879,31290,11/16/2024
344,749,19500,01/20/1949
345,6152,2703,04/12/1969
346,719,4719,08/26/2067
347,4319,27396,01/15/1955
348,2680,21992,06/21/1907
349,8030,5630,09/28/1968
350,4902,28365,08/09/1935
351,6693,8268,03/02/2005
352,1627,32988,05/04/1977
353,440,28787,12/07/1901
354,4243,12968,06/16/1940
355,8054,9889,10/04/1947
356,9010,7903,01/17/1968
357,6725,37627,03/17/1917
358,1531,35145,12/07/2007
359,6325,5304,06/20/1935
360,9234,11237,03/08/1919
361,446,1893,09/15/2009
362,4568,12446,03/13/2033
363,5686,4755,04/24/2054
364,3182,13972,11/20/1985
365,6733,6068,07/14/1943
366,5219,5915,11/30/2026
367,9160,1216,07/03/1946
368,6228,18536,03/02/2039
369,2561,30093,02/19/1922
370,5002,33279,12/24/1934
371,5474,17100,06/11/2009
372,4063,28506,07/08/1962
373,1512,18461,04/27/1966
374,8246,18084,02/27/1988
375,100,5798,04/03/1925
376,2117,30769,04/20/1944
377,2612,3118,03/20/2070
378,8508,38458,01/29/1945
379,2939,13540,06/20/1911
380,5584,32701,10/24/1977
381,4006,21297,11/29/1967
382,854,19007,04/07/1915
383,1980,6806,03/27/2011
384,3472,1320,03/26/2013
385,9703,6302,11/20/1920
386,4142,15538,09/14/2050
387,122,36575,12/09/1944
388,2745,35337,11/29/1903
389,6491,17206,02/25/1942
390,3780,35802,06/23/1976
391,8545,14087,10/25/1937
392,6071,11552,03/09/1913
393,4283,16842,02/19/1998
394,9324,10714,12/06/1936
395,8481,35609,12/11/1975
396,3879,36822,11/20/2013
397,8973,8837,03/14/1996
398,7921,31980,05/05/1994
399,6463,28046,02/05/1956
400,7307,7591,02/08/1969
401,8654,21363,09/18/1965
402,6813,14928,05/30/2044
403,3952,2775,03/12/2003
404,5961,32289,09/01/2047
405,2167,39656,02/18/1994
406,9616,30537,11/22/2058
407,2525,1004,08/23/1973
408,2991,20443,04/24/1953
409,2378,20810,03/05/1958
410,5059,22970,01/07/2021
411,4933,29273,03/06/1946
412,3970,6578,08/10/1948
413,9914,19665,10/30/1941
414,527,20895,04/24/2049
415,8523,5087,07/20/1976
416,3245,9491,12/07/1942
417,9730,4073,06/18/1909
418,2750,23500,03/24/1966
419,4499,31278,12/29/1945
420,1299,6505,09/06/1909
421,6013,9586,04/05/1940
422,5134,31883,06/25/1980
423,8749,11345,12/18/2001
424,2109,21569,04/02/2004
425,3929,34049,02/23/1936
426,4328,86,02/22/1902
427,7762,171,10/07/2064
428,2760,430,10/17/2022
429,5295,17555,07/24/2067
430,4613,32015,11/29/2039
431,2923,20079,01/15/1927
432,520,38630,06/05/1998
433,2635,337,04/05/1919
434,8813,8547,05/25/2068
435,1987,28458,12/16/1996
436,8290,23437,07/01/1962
437,2661,3954,03/19/2059
438,1741,4422,02/03/1902
439,6690,20104,09/12/2054
440,8258,38196,12/07/1953
441,8047,8622,08/13/1961
442,9920,3812,01/30/1972
443,4646,30627,03/16/2019
444,7653,4860,01/01/2002
445,7572,33863,10/03/2038
446,844,34509,04/30/1979
447,8638,14569,11/04/2023
448,7640,1692,12/26/2042
449,3301,12150,03/08/2013
450,5831,30595,07/13/1978
451,8304,5487,01/13/1976
452,510,261,06/09/1905
453,1909,6493,07/20/2027
454,9789,2949,05/23/1979
455,5344,28427,03/24/1982
456,7738,6513,10/26/2003
457,179,12253,03/07/2055
458,1123,24024,01/28/1908
459,24,7526,02/18/2014
460,4147,36019,04/02/1995
461,3535,26240,01/13/2019
462,3610,24526,05/19/1973
463,723,10076,08/22/1998
464,5738,38087,10/02/2023
465,4400,13327,08/08/2017
466,2272,9595,10/19/1933
467,2215,13328,07/28/1948
468,7206,8248,07/27/2008
469,9649,5608,03/25/1978
470,2857,26300,04/03/1924
471,4746,23595,04/24/1909
472,5194,30800,04/25/1970
473,2638,34256,07/08/2045
474,6221,26856,02/08/2064
475,3616,32330,12/12/1986
476,9875,19379,02/08/1951
477,8398,2340,01/29/2059
478,8613,10166,03/19/1996
479,8799,34618,09/08/2038
480,4310,32924,08/04/2002
481,7272,14658,10/06/2005
482,1581,1609,03/25/2001
483,3399,25116,10/18/2044
484,6780,35510,11/07/1914
485,2704,30759,08/14/2031
486,4973,6929,07/15/1909
487,6261,6886,08/18/2055
488,1608,28140,02/17/1903
489,6705,8516,01/10/1988
490,6316,4887,07/06/1983
491,8468,6838,06/18/2068
492,316,26942,03/29/1994
493,9891,25433,04/07/1962
494,205,33146,04/15/2050
495,6193,19700,05/13/2062
496,246,17659,11/01/1953
497,6529,2255,03/09/2001
498,2252,9266,04/07/1916
499,5952,39638,06/08/1909
500,7026,23223,06/01/1904
501,94,23994,05/20/1913
502,4767,31254,10/16/2041
503,7724,16756,07/02/1943
504,7413,16229,07/02/1983
505,8631,24969,06/29/1963
506,2778,4045,10/11/1987
507,4843,17693,09/09/1934
508,8968,17414,04/26/1942
509,406,29486,10/29/1968
510,6098,18743,02/24/1923
511,162,11304,01/25/2019
512,8786,24336,04/28/1985
513,3798,13135,09/26/2035
514,5289,39405,09/11/2036
515,3277,24049,01/19/1982
516,9384,22517,03/30/2026
517,8593,5853,03/15/1925
518,4853,31126,05/12/2045
519,1099,33282,02/03/2025
520,8148,30547,12/25/1945
521,5540,421,07/16/1987
522,3939,30546,02/26/1903
523,2633,30705,05/19/2067
524,6383,28808,01/11/1939
525,8988,3140,11/10/1971
526,4968,4725,06/06/2009
527,8976,31614,10/12/1979
528,5851,16789,11/30/2053
529,4312,39550,02/15/1957
530,3196,30501,11/27/1967
531,982,354,11/22/1928
532,9827,28246,05/07/2067
533,5975,24214,02/18/1918
534,9628,39539,10/16/1926
535,3689,25626,06/21/1908
536,1149,29,03/17/1938
537,2415,36151,04/18/2023
538,8285,24964,02/23/2046
539,9801,9041,05/25/1935
540,1390,4717,12/12/1932
541,9413,21360,07/02/1914
542,603,31721,10/16/2025
543,5923,23026,07/10/2041
544,2122,34170,03/05/2005
545,2532,20083,01/20/1972
546,3029,36426,10/11/2013
547,2404,11987,11/20/1946
548,4448,15034,05/27/2070
549,4860,6510,09/01/2036
550,9592,33973,05/13/2032
551,9670,21376,04/09/1929
552,9734,32382,05/02/1991
553,9922,25188,01/22/1909
554,1223,1474,05/22/1993
555,4968,26189,02/13/1941
556,3037,23598,07/20/2003
557,1269,29466,08/09/2064
558,1637,31275,02/13/2005
559,7036,12226,03/29/2067
560,7624,7257,06/04/1920
561,3885,8561,03/14/1965
562,9955,13981,09/12/2045
563,4414,30030,06/27/1999
564,7069,14628,03/12/1915
565,2183,25788,05/06/1996
566,1095,6586,01/16/2033
567,7482,6517,09/07/1993
568,2078,12676,11/25/2061
569,7464,36594,04/14/1907
570,8335,24459,12/08/2070
571,7505,19820,06/08/2008
572,3025,28255,04/21/1916
573,9101,2917,03/07/1921
574,7460,4167,05/17/1928
575,5035,10970,08/01/1927
576,5518,22062,04/13/2025
577,7580,27117,11/07/1983
578,4512,33752,08/22/2065
579,1221,2061,10/16/2051
580,125,20127,03/26/1933
581,797,12338,01/27/1950
582,833,32652,06/03/1968
583,5732,9977,11/19/1906
584,9457,29760,03/28/2043
585,4307,18437,05/26/1961
586,2381,9088,12/01/1931
587,9620,12244,08/08/2022
588,5113,38483,08/02/1994
589,8925,34847,05/05/1930
590,5858,23135,06/28/2004
591,6918,15897,08/01/1967
592,8312,17654,06/30/1989
593,8955,32043,01/20/2041
594,105,6338,09/09/1924
595,6743,4873,07/28/1948
596,6882,2041,04/23/1932
597,7731,7693,10/18/1996
598,6555,5596,08/18/1958
599,2854,23365,04/10/2003
600,5830,18009,10/30/1927
601,152,20929,07/31/2036
602,7092,16005,05/09/1910
603,1885,9763,01/06/1977
604,9239,23344,12/09/1959
605,6111,22509,05/26/1975
606,679,36819,03/22/2053
607,4868,30242,04/24/2046
608,7820,32692,08/17/1903
609,6644,12710,07/06/1927
610,4924,7527,11/06/2004
611,8592,37083,02/28/1992
612,8616,17625,07/05/1985
613,7117,24382,05/21/1978
614,8102,10145,01/26/2059
615,6033,24578,09/13/1909
616,239,12160,02/14/1909
617,5361,17001,08/22/2028
618,6067,36298,03/17/1973
619,5245,9360,05/10/2035
620,22,6155,06/21/2032
621,8926,17857,06/09/1935
622,1725,9660,03/04/2002
623,9768,9418,10/03/2051
624,91,20353,05/13/2029
625,7150,6075,08/29/1922
626,6138,34554,12/31/2022
627,6032,30617,12/06/2018
628,1481,16269,12/06/1910
629,5776,35901,01/27/2014
630,6675,5151,08/14/1927
631,8733,15124,01/18/2021
632,5883,28064,08/24/1989
633,6809,2293,12/07/2008
634,428,24459,12/03/2000
635,876,19318,08/15/2050
636,3818,6005,05/09/1958
637,5555,16627,06/03/2045
638,9035,11356,01/12/1991
639,3861,28216,09/25/1918
640,6484,37323,05/09/2054
641,8046,28408,01/22/2068
642,1666,35039,09/06/1938
643,1089,11670,11/27/1979
644,885,12241,07/24/1922
645,2465,33974,02/09/1984
646,9712,14920,11/05/1946
647,6864,17949,07/12/1934
648,6983,6146,08/01/1975
649,5890,14845,04/27/1950
650,8714,13372,07/07/2049
651,6116,25304,08/24/1975
652,3380,9913,01/28/2064
653,2152,37540,10/21/2003
654,7783,4974,02/17/2043
655,4228,22735,12/19/2010
656,430,10116,10/23/1938
657,3898,23283,08/17/2029
658,1883,25771,02/02/1908
659,1936,32795,10/19/2018
660,9409,11810,12/30/1984
661,1924,4635,06/12/1998
662,1161,36370,05/15/2048
663,1801,23897,05/06/1910
664,512,21265,10/02/1907
665,3770,5985,06/04/2063
666,8887,9978,03/16/2062
667,650,33604,03/10/1907
668,8157,29632,04/26/2035
669,9595,37247,08/20/2055
670,1666,25712,06/08/1966
671,9081,14128,09/02/2064
672,8369,646,04/07/1973
673,5865,1511,06/03/2008
674,3165,33909,05/15/1985
675,6092,23343,05/20/1934
676,6233,19891,03/08/2047
677,3092,11810,04/20/1988
678,3538,16888,01/24/2054
679,6263,11867,07/09/1904
680,5510,10376,11/04/2032
681,6517,33046,07/09/2062
682,428,20476,07/28/2028
683,7294,24394,10/18/1951
684,8004,12266,04/26/1995
685,6034,8891,04/05/1998
686,2177,30417,12/26/1990
687,1846,9550,11/06/1980
688,7812,26477,11/05/2006
689,6366,4351,02/12/1926
690,3416,29562,05/23/2066
691,1099,38233,06/22/1952
692,9816,8750,07/04/1913
693,4364,26598,05/13/1931
694,6041,28368,12/06/1921
695,348,27438,01/27/2055
696,4547,32454,01/21/2021
697,8813,10692,01/10/1965
698,745,8020,09/07/1948
699,2773,22673,02/21/1918
700,5758,14370,10/16/1925
701,928,13905,11/16/2034
702,3378,1169,10/23/1949
703,8248,6214,09/23/1908
704,3070,15217,03/31/1919
705,9572,1871,06/19/1922
706,9281,22973,04/11/2020
707,6569,9465,06/18/1956
708,5209,26626,12/05/1920
709,219,4396,07/04/2005
710,8409,26748,03/02/1964
711,1775,39228,02/16/2036
712,7614,30342,07/15/2000
713,2479,18097,06/26/2008
714,7568,16211,08/05/1930
715,8494,23650,08/12/1937
716,319,13332,08/16/2009
717,906,33031,07/18/1972
718,4727,22889,09/18/1943
719,7584,31885,02/13/1904
720,8939,1030,05/30/2049
721,9251,10234,10/23/2067
722,8201,22177,07/23/1941
723,6923,21290,08/18/2040
724,2903,28505,02/13/1935
725,6205,32811,10/04/2069
726,6351,23080,09/22/1974
727,1503,24594,06/06/1991
728,6594,7902,11/28/1938
729,4353,27145,11/25/2055
730,6635,3917,07/09/1940
731,584,19307,03/06/1945
732,7316,17002,11/07/2054
733,8078,1979,06/20/2048
734,4665,37916,04/26/1964
735,6073,21772,09/23/1961
736,3372,711,02/24/2045
737,5777,19190,08/17/1936
738,1897,13102,07/26/2032
739,6650,13002,10/14/2036
740,4457,26078,08/15/2002
741,9648,25812,09/25/1971
742,8484,7167,12/26/2059
743,786,3855,11/24/1942
744,6749,26819,12/07/1908
745,2745,5150,11/07/2039
746,2098,9163,04/01/2024
747,1206,27970,11/20/2025
748,174,7329,03/04/2041
749,1136,6833,12/08/2013
750,9502,12149,12/28/1950
751,4203,8218,10/19/2026
752,2457,30460,04/15/1982
753,3513,35935,02/15/2051
754,4777,17104,01/18/1957
755,3797,5675,05/30/1994
756,1698,18576,10/30/2048
757,5266,35438,08/06/1963
758,5215,34636,10/29/1902
759,6402,30366,12/09/1926
760,7235,26298,12/07/1960
761,5798,23149,06/11/1950
762,3981,2465,02/18/1920
763,6783,1665,12/19/2018
764,4169,37189,11/14/1954
765,4445,25751,08/27/2044
766,3225,26317,04/06/1912
767,6832,16558,10/25/1956
768,5631,21405,10/28/1987
769,7995,29056,07/20/2055
770,4092,36576,01/19/2065
771,9917,25526,02/03/1974
772,5619,12085,12/11/1920
773,2423,33591,09/14/2020
774,8452,39902,02/03/1905
775,4490,32796,08/25/2018
776,801,10999,12/04/2002
777,9106,26071,08/09/2027
778,8046,29855,02/16/1915
779,6526,19900,09/24/2023
780,441,8985,04/14/1991
781,2277,21963,08/02/2069
782,213,14234,08/07/1989
783,3135,17035,08/12/1961
784,4001,38930,07/27/1982
785,4598,26679,11/01/2010
786,3635,1131,05/16/2006
787,9020,22371,03/09/1931
788,4148,20136,03/01/2016
789,2253,22120,09/28/2030
790,8390,10578,04/29/1981
791,4553,10535,02/22/1904
792,4532,12240,10/09/1909
793,1403,17339,12/08/2069
794,5374,7823,11/25/2040
795,8648,26544,07/20/1957
796,2870,12150,06/03/1964
797,1227,30487,05/06/2035
798,9550,14842,03/18/1904
799,9348,20468,05/25/1920
800,7910,17331,12/09/2043
801,925,35025,09/18/2032
802,8023,1519,03/17/2048
803,6546,39650,02/08/2009
804,5642,12609,12/02/1987
805,7161,4959,03/12/1937
806,8277,19903,08/11/2050
807,1116,32968,06/01/1935
808,8575,31123,03/06/2064
809,5771,33819,11/22/2022
810,5517,20237,06/06/2021
811,9751,29438,01/19/2017
812,1672,13994,02/13/1910
813,2455,650,06/28/1938
814,3810,1875,10/06/2040
815,1506,5106,05/18/1921
816,5458,6599,05/16/1928
817,4119,6292,08/04/2069
818,5184,38930,07/20/1919
819,8224,27000,05/12/2069
820,6271,29309,10/12/1978
821,295,33985,04/21/1909
822,4151,19699,08/31/1971
823,890,35803,01/11/2036
824,9418,19565,09/08/2017
825,7293,9704,01/18/2035
826,1996,27302,11/21/2036
827,7106,20458,03/05/1997
828,9510,1817,06/05/1910
829,4986,13869,06/01/1965
830,5633,15544,04/14/2051
831,9434,26107,11/26/1960
832,1772,3870,05/02/1937
833,4058,5194,06/28/1951
834,7254,12534,04/30/1960
835,3470,9942,03/07/1915
836,8675,21643,09/25/2037
837,6930,35457,10/29/1902
838,2048,28020,11/19/1923
839,4067,31452,04/04/1918
840,3099,20148,02/26/1967
841,1739,27159,08/07/2061
842,6485,14861,02/27/1909
843,7501,33606,02/19/2013
844,1715,819,05/20/2013
845,3775,7264,11/19/1917
846,3683,27863,01/03/1945
847,6558,38342,08/09/1907
848,9798,5148,06/03/1902
849,2243,34602,02/14/1959
850,2533,38905,06/16/1987
851,3701,38107,01/02/2056
852,403,13596,01/31/2055
853,2041,2300,09/15/1976
854,1177,3169,08/16/1945
855,4417,2948,09/30/1919
856,5943,29741,06/21/2070
857,1709,9815,06/03/1957
858,3556,2290,04/24/2026
859,6104,32199,05/23/1916
860,7974,36226,07/16/1903
861,4120,27016,04/11/2009
862,3550,7650,12/04/1964
863,7541,699,01/12/1992
864,5499,18420,10/10/2062
865,4426,32124,05/06/2062
866,9147,11623,12/09/1995
867,2786,5651,09/25/1961
868,2816,24080,07/23/1946
869,6236,27058,08/27/2067
870,5890,27686,08/19/1941
871,8828,13326,05/17/1989
872,4895,23942,11/26/1931
873,3991,3568,03/23/2055
874,6486,36976,10/11/2042
875,8663,19107,06/08/2030
876,5361,17452,07/19/1954
877,7305,24651,05/15/1927
878,564,1340,11/19/1979
879,3203,159,06/11/1907
880,2607,20200,11/26/1928
881,5719,24006,06/23/2020
882,2417,32029,06/08/1904
883,7829,37088,01/17/2004
884,5231,24482,09/04/1904
885,9493,5816,11/29/1966
886,2340,19565,05/11/1934
887,7256,29679,01/18/2053
888,1612,6157,09/11/1973
889,3351,34805,06/22/2004
890,3255,15723,02/13/1934
891,1470,30162,04/16/1930
892,8494,32991,01/07/1964
893,8680,20008,10/25/1900
894,4276,13921,05/21/1999
895,3225,28111,11/24/1987
896,5175,10501,01/14/1952
897,7577,39827,02/10/1940
898,3513,12881,09/25/1918
899,990,14313,09/19/2043
900,2214,24231,09/24/1986
901,4281,6480,09/20/1939
902,7262,18895,08/30/1998
903,7588,15826,03/04/1995
904,1910,27111,01/13/2049
905,4092,16835,07/20/2070
906,9693,19465,07/23/1968
907,1191,28284,01/08/1979
908,2933,25669,11/24/2018
909,4890,33053,02/25/1975
910,1969,3323,07/30/2054
911,3082,1033,12/07/1944
912,5753,5473,02/10/1958
913,2407,6593,10/10/1910
914,6834,23704,03/23/2022
915,3635,30407,11/19/1938
916,7149,29249,11/04/1963
917,7632,3475,05/29/1927
918,3137,14366,01/27/1959
919,6657,12034,08/12/1937
920,4487,35459,10/09/1942
921,3873,9419,02/21/2065
922,4145,37415,07/20/2002
923,8578,25723,01/02/1961
924,8008,6219,07/08/2063
925,2590,9471,09/16/2061
926,2298,14641,08/06/2000
927,6356,3102,06/11/1931
928,9389,16928,10/14/1963
929,6742,37602,03/14/1964
930,2617,38487,02/17/1977
931,4131,9919,05/08/1975
932,2843,29268,03/01/1939
933,6667,6694,05/01/2003
934,9520,7084,04/11/2001
935,6998,8383,06/20/1949
936,1040,3134,09/26/1932
937,5029,641,12/11/1995
938,2622,35980,04/14/2069
